name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1090 c,2801,10.9 Earths,15.31,2021
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-1153 b,3652,3.64 Earths,15.767,2016
Kepler-1154 b,4763,6.08 Earths,14.953,2016
Kepler-1154 c,4763,6.17 Earths,14.953,2016
Kepler-1155 b,3682,4.78 Earths,14.799,2016
Kepler-1156 b,2255,2.3 Earths,14.262,2016
Kepler-1157 b,1116,1.32 Earths,14.603,2016
Kepler-1158 b,4842,6.08 Earths,13.618,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1165 c,5138,11.2 Earths,14.521,2021
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1167 b,2678,3.57 Earths,16.047,2016
Kepler-1168 b,2455,6.8 Earths,15.755,2016
Kepler-1169 b,1705,0.779 Earths,12.707,2016
Kepler-116 b,3116,11.6 Earths,13.744,2014
Kepler-116 c,3116,5.9 Earths,13.744,2014
Kepler-1170 b,3427,6.39 Earths,16.204,2016
Kepler-1171 b,1869,7.08 Earths,11.647,2016
Kepler-1153 b,3652,3.64 Earths,15.767,2016
Kepler-1154 b,4763,6.08 Earths,14.953,2016
Kepler-1154 c,4763,6.17 Earths,14.953,2016
Kepler-1155 b,3682,4.78 Earths,14.799,2016
Kepler-1156 b,2255,2.3 Earths,14.262,2016
Kepler-1157 b,1116,1.32 Earths,14.603,2016
Kepler-1158 b,4842,6.08 Earths,13.618,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1165 c,5138,11.2 Earths,14.521,2021
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1167 b,2678,3.57 Earths,16.047,2016
Kepler-1168 b,2455,6.8 Earths,15.755,2016
Kepler-1169 b,1705,0.779 Earths,12.707,2016
Kepler-116 b,3116,11.6 Earths,13.744,2014
Kepler-116 c,3116,5.9 Earths,13.744,2014
Kepler-1170 b,3427,6.39 Earths,16.204,2016
Kepler-1171 b,1869,7.08 Earths,11.647,2016
Kepler-120 b,1268,8.5 Earths,14.995,2014
Kepler-120 c,1268,2.96 Earths,14.995,2014
Kepler-1210 b,3838,3.53 Earths,15.649,2016
Kepler-1211 b,5958,7.04 Earths,16.016,2016
Kepler-1212 b,4295,5.22 Earths,15.133,2016
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-1214 b,2379,6.17 Earths,15.459,2016
Kepler-1215 b,2156,1.98 Earths,14.539,2016
Kepler-1216 b,4105,2.51 Earths,15.262,2016
Kepler-1217 b,4396,4.62 Earths,15.343,2016
Kepler-1218 b,2742,2.67 Earths,13.73,2016
Kepler-1219 b,2873,5.14 Earths,12.339,2016
Kepler-121 b,1665,6.08 Earths,14.904,2014
Kepler-121 c,1665,5.77 Earths,14.904,2014
Kepler-1220 b,3138,2.92 Earths,15.194,2016
Kepler-1221 b,2980,4.19 Earths,15.909,2016
Kepler-1222 b,1354,0.418 Earths,14.21,2016
Kepler-1223 b,1500,1.98 Earths,14.911,2016
Kepler-1224 b,1825,2.33 Earths,12.926,2016
Kepler-1225 b,4396,3.97 Earths,14.819,2016
Kepler-1226 b,3672,2.7 Earths,14.324,2016
Kepler-1227 b,2035,5.86 Earths,14.276,2016
Kepler-1228 b,1681,2.99 Earths,15.061,2016
Kepler-1229 b,866,2.54 Earths,16.124,2016
Kepler-122 b,3352,6.08 Earths,14.403,2014
Kepler-120 b,1268,8.5 Earths,14.995,2014
Kepler-120 c,1268,2.96 Earths,14.995,2014
Kepler-1210 b,3838,3.53 Earths,15.649,2016
Kepler-1211 b,5958,7.04 Earths,16.016,2016
Kepler-1212 b,4295,5.22 Earths,15.133,2016
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-1214 b,2379,6.17 Earths,15.459,2016
Kepler-1215 b,2156,1.98 Earths,14.539,2016
Kepler-1216 b,4105,2.51 Earths,15.262,2016
Kepler-1217 b,4396,4.62 Earths,15.343,2016
Kepler-1218 b,2742,2.67 Earths,13.73,2016
Kepler-1219 b,2873,5.14 Earths,12.339,2016
Kepler-121 b,1665,6.08 Earths,14.904,2014
Kepler-121 c,1665,5.77 Earths,14.904,2014
Kepler-1220 b,3138,2.92 Earths,15.194,2016
Kepler-1221 b,2980,4.19 Earths,15.909,2016
Kepler-1222 b,1354,0.418 Earths,14.21,2016
Kepler-1223 b,1500,1.98 Earths,14.911,2016
Kepler-1224 b,1825,2.33 Earths,12.926,2016
Kepler-1225 b,4396,3.97 Earths,14.819,2016
Kepler-1226 b,3672,2.7 Earths,14.324,2016
Kepler-1227 b,2035,5.86 Earths,14.276,2016
Kepler-1228 b,1681,2.99 Earths,15.061,2016
Kepler-1229 b,866,2.54 Earths,16.124,2016
Kepler-122 b,3352,6.08 Earths,14.403,2014
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-1248 b,1934,1.76 Earths,12.9,2016
Kepler-1249 b,6213,6.26 Earths,15.391,2016
Kepler-124 b,1370,0.315 Earths,14.4,2014
Kepler-124 c,1370,3.71 Earths,14.4,2014
Kepler-124 d,1370,1.41 Earths,14.4,2014
Kepler-1250 b,6938,4.35 Earths,15.693,2016
Kepler-1251 b,2943,4.04 Earths,15.024,2016
Kepler-1252 b,2117,3.43 Earths,14.743,2016
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-1254 b,2032,3.02 Earths,15.541,2016
Kepler-1254 c,2032,2.24 Earths,15.541,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-1255 b,5275,5.99 Earths,15.308,2016
Kepler-1256 b,2907,2.83 Earths,13.685,2016
Kepler-1257 b,3608,2.92 Earths,15.644,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-1259 b,2628,2.63 Earths,15.556,2016
Kepler-125 b,598,6.21 Earths,15.431,2014
Kepler-125 c,598,0.33 Earths,15.431,2014
Kepler-1260 b,5658,3.78 Earths,14.953,2016
Kepler-1261 b,2428,5.73 Earths,15.817,2016
Kepler-1262 b,3441,3.97 Earths,15.155,2016
Kepler-1263 b,2169,1.55 Earths,15.173,2016
Kepler-1264 b,2616,1.76 Earths,14.629,2016
Kepler-1265 b,1904,2.39 Earths,16.024,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-1285 b,1377,0.871 Earths,11.717,2016
Kepler-1286 b,4418,5.27 Earths,15.278,2016
Kepler-1287 b,3273,2.99 Earths,15.216,2016
Kepler-1288 b,2656,1.46 Earths,13.199,2016
Kepler-1289 b,3437,2.92 Earths,14.732,2016
Kepler-128 b,1293,0.77 Earths,11.693,2013
Kepler-128 c,1293,0.9 Earths,11.693,2013
Kepler-1290 b,5199,2.6 Earths,15.871,2016
Kepler-1291 b,2927,3.39 Earths,16.261,2016
Kepler-1292 b,4872,3.97 Earths,16.337,2016
Kepler-1293 b,3354,0.871 Earths,13.377,2016
Kepler-1294 b,6053,10.3 Earths,15.361,2016
Kepler-1295 b,3831,3.02 Earths,16.227,2016
Kepler-1296 b,5061,0.693 Earths,14.934,2016
Kepler-1297 b,4696,0.871 Earths,14.867,2016
Kepler-1298 b,1775,2.27 Earths,11.388,2016
Kepler-1299 b,4583,9.17 Earths,15.962,2016
Kepler-129 b,1334,20 Earths,11.809,2014
Kepler-129 c,1334,0.13529 Jupiters,11.809,2014
Kepler-129 d,1334,8.3 Jupiters,11.809,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
Kepler-1300 b,2535,2.45 Earths,12.861,2016
Kepler-1301 b,2787,2.54 Earths,15.656,2016
Kepler-1302 b,2070,2.63 Earths,15.172,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-1285 b,1377,0.871 Earths,11.717,2016
Kepler-1286 b,4418,5.27 Earths,15.278,2016
Kepler-1287 b,3273,2.99 Earths,15.216,2016
Kepler-1288 b,2656,1.46 Earths,13.199,2016
Kepler-1289 b,3437,2.92 Earths,14.732,2016
Kepler-128 b,1293,0.77 Earths,11.693,2013
Kepler-128 c,1293,0.9 Earths,11.693,2013
Kepler-1290 b,5199,2.6 Earths,15.871,2016
Kepler-1291 b,2927,3.39 Earths,16.261,2016
Kepler-1292 b,4872,3.97 Earths,16.337,2016
Kepler-1293 b,3354,0.871 Earths,13.377,2016
Kepler-1294 b,6053,10.3 Earths,15.361,2016
Kepler-1295 b,3831,3.02 Earths,16.227,2016
Kepler-1296 b,5061,0.693 Earths,14.934,2016
Kepler-1297 b,4696,0.871 Earths,14.867,2016
Kepler-1298 b,1775,2.27 Earths,11.388,2016
Kepler-1299 b,4583,9.17 Earths,15.962,2016
Kepler-129 b,1334,20 Earths,11.809,2014
Kepler-129 c,1334,0.13529 Jupiters,11.809,2014
Kepler-129 d,1334,8.3 Jupiters,11.809,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
Kepler-1300 b,2535,2.45 Earths,12.861,2016
Kepler-1301 b,2787,2.54 Earths,15.656,2016
Kepler-1302 b,2070,2.63 Earths,15.172,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-1285 b,1377,0.871 Earths,11.717,2016
Kepler-1286 b,4418,5.27 Earths,15.278,2016
Kepler-1287 b,3273,2.99 Earths,15.216,2016
Kepler-1288 b,2656,1.46 Earths,13.199,2016
Kepler-1289 b,3437,2.92 Earths,14.732,2016
Kepler-128 b,1293,0.77 Earths,11.693,2013
Kepler-128 c,1293,0.9 Earths,11.693,2013
Kepler-1290 b,5199,2.6 Earths,15.871,2016
Kepler-1291 b,2927,3.39 Earths,16.261,2016
Kepler-1292 b,4872,3.97 Earths,16.337,2016
Kepler-1293 b,3354,0.871 Earths,13.377,2016
Kepler-1294 b,6053,10.3 Earths,15.361,2016
Kepler-1295 b,3831,3.02 Earths,16.227,2016
Kepler-1296 b,5061,0.693 Earths,14.934,2016
Kepler-1297 b,4696,0.871 Earths,14.867,2016
Kepler-1298 b,1775,2.27 Earths,11.388,2016
Kepler-1299 b,4583,9.17 Earths,15.962,2016
Kepler-129 b,1334,20 Earths,11.809,2014
Kepler-129 c,1334,0.13529 Jupiters,11.809,2014
Kepler-129 d,1334,8.3 Jupiters,11.809,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
Kepler-1300 b,2535,2.45 Earths,12.861,2016
Kepler-1301 b,2787,2.54 Earths,15.656,2016
Kepler-1302 b,2070,2.63 Earths,15.172,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-1285 b,1377,0.871 Earths,11.717,2016
Kepler-1286 b,4418,5.27 Earths,15.278,2016
Kepler-1287 b,3273,2.99 Earths,15.216,2016
Kepler-1288 b,2656,1.46 Earths,13.199,2016
Kepler-1289 b,3437,2.92 Earths,14.732,2016
Kepler-128 b,1293,0.77 Earths,11.693,2013
Kepler-128 c,1293,0.9 Earths,11.693,2013
Kepler-1290 b,5199,2.6 Earths,15.871,2016
Kepler-1291 b,2927,3.39 Earths,16.261,2016
Kepler-1292 b,4872,3.97 Earths,16.337,2016
Kepler-1293 b,3354,0.871 Earths,13.377,2016
Kepler-1294 b,6053,10.3 Earths,15.361,2016
Kepler-1295 b,3831,3.02 Earths,16.227,2016
Kepler-1296 b,5061,0.693 Earths,14.934,2016
Kepler-1297 b,4696,0.871 Earths,14.867,2016
Kepler-1298 b,1775,2.27 Earths,11.388,2016
Kepler-1299 b,4583,9.17 Earths,15.962,2016
Kepler-129 b,1334,20 Earths,11.809,2014
Kepler-129 c,1334,0.13529 Jupiters,11.809,2014
Kepler-129 d,1334,8.3 Jupiters,11.809,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
Kepler-1300 b,2535,2.45 Earths,12.861,2016
Kepler-1301 b,2787,2.54 Earths,15.656,2016
Kepler-1302 b,2070,2.63 Earths,15.172,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-1285 b,1377,0.871 Earths,11.717,2016
Kepler-1286 b,4418,5.27 Earths,15.278,2016
Kepler-1287 b,3273,2.99 Earths,15.216,2016
Kepler-1288 b,2656,1.46 Earths,13.199,2016
Kepler-1289 b,3437,2.92 Earths,14.732,2016
Kepler-128 b,1293,0.77 Earths,11.693,2013
Kepler-128 c,1293,0.9 Earths,11.693,2013
Kepler-1290 b,5199,2.6 Earths,15.871,2016
Kepler-1291 b,2927,3.39 Earths,16.261,2016
Kepler-1292 b,4872,3.97 Earths,16.337,2016
Kepler-1293 b,3354,0.871 Earths,13.377,2016
Kepler-1294 b,6053,10.3 Earths,15.361,2016
Kepler-1295 b,3831,3.02 Earths,16.227,2016
Kepler-1296 b,5061,0.693 Earths,14.934,2016
Kepler-1297 b,4696,0.871 Earths,14.867,2016
Kepler-1298 b,1775,2.27 Earths,11.388,2016
Kepler-1299 b,4583,9.17 Earths,15.962,2016
Kepler-129 b,1334,20 Earths,11.809,2014
